"GTEX.11DXY.0526.SM.5EGGQ" "GTEX.11DXZ.0126.SM.5EGGY" "GTEX.11EQ9.0526.SM.5A5JZ" "GTEX.11GSP.0626.SM.5986T" "GTEX.11NUK.1226.SM.5P9GM" "GTEX.11NV4.1326.SM.5HL6V" "GTEX.11OF3.0726.SM.5BC4Z" "GTEX.11TT1.1726.SM.5EQLJ" "GTEX.11TUW.1726.SM.5BC5C" "GTEX.11WQC.0726.SM.5EQMR" "GTEX.11ZTS.1426.SM.5EQMM" "GTEX.11ZUS.2526.SM.59872" "GTEX.11ZVC.0726.SM.5FQT9" "GTEX.1212Z.0226.SM.59HLF" "GTEX.12696.0826.SM.5EGGE" "GTEX.1269C.0626.SM.5FQSS" "GTEX.12KS4.1326.SM.5LUB3" "GTEX.12WSD.1426.SM.5GCN9" "GTEX.12WSG.0626.SM.5FQTQ" "GTEX.12WSI.0226.SM.5GCNA"
"ENSG00000226944" 8 17 13 4 11 67 8 4 3 11 29 13 8 6 6 10 7 40 8 14
"ENSG00000158286" 1268 690 1067 996 1718 1736 1238 749 394 1076 2427 783 1340 811 563 1283 1011 1118 1134 1121
"ENSG00000116237" 1831 1054 2658 610 954 2028 1310 2616 861 2165 2407 1416 1242 977 1303 1575 1207 1050 2044 1887
"ENSG00000225077" 95 19 19 22 37 242 9 14 6 32 35 48 19 28 20 22 14 44 7 16
"ENSG00000173673" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000158292" 1260 255 2607 59 407 458 97 217 26 222 145 309 108 92 80 230 258 133 393 761
"ENSG00000097021" 580 494 1126 364 1263 776 285 600 440 714 1262 633 561 763 355 391 662 797 606 632
"ENSG00000069812" 1 5 7 4 1 5 0 134 6 16 1 20 6 3 7 1 1 1 4 8
"ENSG00000187017" 6398 2971 6001 3483 8901 9551 4339 326 2135 4805 7540 6142 3147 5727 1387 2996 3054 5507 1501 4516
"ENSG00000265392" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231868" 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0
"ENSG00000215788" 184 105 169 159 274 319 128 113 168 316 142 133 123 146 83 247 253 188 88 223
"ENSG00000171680" 175 336 342 264 299 323 149 455 256 296 130 100 170 194 196 133 434 261 246 353
"ENSG00000162408" 978 583 1050 506 1048 1203 798 970 957 1100 1235 830 980 492 854 829 752 592 1695 600
"ENSG00000253022" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
"ENSG00000229519" 1 5 3 0 1 2 0 2 3 0 0 1 0 0 8 0 1 0 3 0
"ENSG00000173662" 14 7 7 2 22 11 5 0 2 4 9 6 10 6 5 0 4 2 2 6
"ENSG00000204859" 1549 1151 1130 1479 5415 2489 2223 626 422 1928 3138 1785 2508 1866 1185 1871 1637 1928 1646 1250
"ENSG00000162413" 1306 983 2365 1624 2786 1171 1458 4526 1706 1443 3536 1789 1411 1548 1236 1460 2199 880 2104 1704
"ENSG00000116273" 706 569 981 526 1391 584 733 518 774 605 1387 650 573 612 333 457 644 567 510 550
"ENSG00000041988" 595 294 349 552 1093 599 546 312 249 582 1195 441 421 463 265 516 481 441 546 428
"ENSG00000007923" 966 793 2207 630 1068 960 794 2555 1268 1027 1290 550 859 798 1184 743 671 804 1767 749
"ENSG00000228750" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000237436" 4 4 2 0 4 4 1 0 3 3 4 2 0 1 0 2 5 1 1 2
"ENSG00000171735" 914 639 841 711 1061 1198 764 950 684 853 1074 680 791 715 703 1010 1248 858 843 693
"ENSG00000227950" 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
"ENSG00000237365" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207056" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237402" 0 0 0 0 2 3 1 0 0 0 0 0 0 0 2 1 0 1 0 0
"ENSG00000237728" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225126" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"ENSG00000270171" 0 1 0 0 0 2 0 0 0 0 3 0 4 0 0 0 0 2 0 2
"ENSG00000270035" 0 0 0 2 2 0 0 3 0 2 4 0 0 2 0 4 0 0 0 2
"ENSG00000269978" 0 0 0 1 0 0 0 4 0 0 0 0 3 1 0 0 7 2 1 1
"ENSG00000049245" 1565 1422 2187 1234 2226 1536 1784 2815 1351 1934 3026 937 1310 1347 872 1745 1877 1185 2572 1619
"ENSG00000269925" 31 6 15 19 49 31 17 7 16 22 63 4 31 18 11 31 22 19 32 17
"ENSG00000049246" 7691 1809 1045 2292 8449 3353 6296 545 205 1913 6869 726 1189 2549 2226 1575 1756 1043 215 3087
"ENSG00000236266" 34 12 5 49 117 22 33 0 7 17 56 5 11 24 6 28 15 4 3 30
"ENSG00000049247" 4 4 1 2 8 5 2 0 0 6 7 2 1 5 0 9 1 13 0 3
"ENSG00000049249" 2 6 4 0 0 1 2 3 3 3 3 4 0 6 2 1 0 6 2 4
"ENSG00000270330" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000116288" 5341 4159 8637 2354 5635 4721 3577 7700 4176 5105 5888 3059 4034 4280 5666 4709 7462 5447 8523 3548
"ENSG00000200344" 0 0 1 0 1 0 3 1 0 1 1 0 0 0 2 0 0 0 1 0
"ENSG00000116285" 67712 30826 48672 30925 115816 50980 32673 14791 38057 16170 163157 14188 26763 45388 32062 12566 22864 50029 26627 23877
"ENSG00000238290" 69 5 14 7 38 28 13 20 118 22 129 16 32 12 13 1 6 43 108 12
"ENSG00000232848" 0 0 2 0 0 0 0 3 1 0 1 2 2 0 0 0 0 0 1 0
"ENSG00000229305" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"ENSG00000200975" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000227634" 12 15 5 2 12 13 12 2 2 37 13 11 4 15 0 3 10 10 0 6
"ENSG00000233645" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000251977" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000162426" 16 17 48 22 28 20 2 13 9 33 30 14 21 14 7 13 34 52 31 41
"ENSG00000252254" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000142599" 3288 2852 6817 3467 6201 4502 3888 1463 2189 4562 7119 2131 4221 2837 3604 3844 3746 3577 3920 3351
"ENSG00000232912" 6 5 5 4 8 21 5 0 0 14 9 14 14 6 5 5 12 10 6 8
"ENSG00000221083" 2 0 0 0 1 2 0 0 0 0 2 0 1 0 0 1 0 0 0 0
"ENSG00000270282" 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234619" 0 3 2 0 0 0 0 0 0 0 4 0 0 1 0 0 2 0 0 1
"ENSG00000224315" 2 1 0 0 0 0 2 0 1 2 2 0 2 0 1 0 2 0 0 0
"ENSG00000222511" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226545" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000228423" 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000229716" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000074800" 14006 13570 42878 7276 15084 11710 8431 105463 92030 10932 18118 8310 9446 13320 36541 8525 14377 13289 55225 10153
"ENSG00000236269" 2 0 11 3 2 3 0 8 105 2 2 2 5 0 1 2 7 6 37 0
"ENSG00000230679" 2 6 2 4 3 5 6 0 0 5 5 5 0 6 1 0 2 3 6 2
"ENSG00000201725" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238249" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
"ENSG00000232208" 0 0 2 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
"ENSG00000232663" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000131686" 0 0 0 2 2 1 0 0 0 0 2 0 1 1 0 1 2 0 0 0
"ENSG00000265141" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000197241" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 2 0 0
"ENSG00000142583" 27 29 50 35 12 49 19 102 276 47 22 29 7 14 12 25 64 30 52 14
"ENSG00000252404" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000180758" 690 245 858 213 744 839 611 8650 2792 783 1107 1071 836 414 442 606 675 503 3485 477
"ENSG00000207865" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000228526" 1 0 0 0 0 3 0 0 2 1 2 0 0 0 0 0 0 0 1 2
"ENSG00000234546" 23 10 7 13 17 12 10 8 0 23 39 11 18 22 14 20 9 8 70 27
"ENSG00000049239" 8854 7325 18351 5936 11883 7979 9274 30038 15943 13758 20894 3965 23715 9377 13582 15400 21162 13803 41942 5959
"ENSG00000171621" 1196 943 3826 882 737 770 782 4241 13765 929 3929 302 2291 1354 2022 2040 2009 1308 5193 2213
"ENSG00000252956" 0 0 0 1 0 0 0 0 0 0 0 0 2 0 2 1 1 0 0 0
"ENSG00000235263" 6 11 40 15 5 111 6 2 0 26 34 5 16 12 2 8 43 8 10 65
"ENSG00000171612" 567 300 2013 558 542 1451 451 622 589 655 781 1086 1020 868 622 1262 1359 851 1057 1072
"ENSG00000231181" 19 8 75 19 19 37 14 16 12 20 36 3 31 13 22 12 13 34 22 7
"ENSG00000188807" 258 139 445 269 305 408 151 535 283 413 383 435 315 271 226 412 434 209 677 312
"ENSG00000171608" 211 448 349 431 587 456 172 174 466 422 419 331 213 312 124 799 412 676 478 275
"ENSG00000179840" 0 1 2 2 0 0 1 4 0 4 0 2 0 2 0 0 0 0 0 0
"ENSG00000233268" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231789" 2 4 15 6 2 6 2 1 0 2 3 1 4 6 0 9 10 3 11 10
"ENSG00000171603" 711 831 1515 1016 915 801 993 908 430 1500 1632 461 835 868 497 1507 1138 1079 1623 1800
"ENSG00000271264" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000178585" 975 495 973 351 833 1009 597 289 304 660 886 711 558 420 676 531 610 541 539 566
"ENSG00000162441" 436 369 651 236 417 366 480 934 290 503 697 267 493 285 294 499 501 373 715 430
"ENSG00000228150" 4 2 2 3 2 4 1 3 3 5 4 5 0 1 2 6 0 0 4 0
"ENSG00000173614" 411 256 516 192 336 465 417 877 142 534 661 290 441 277 250 473 353 294 822 374
"ENSG00000202415" 0 2 1 0 1 0 1 6 0 0 1 0 2 3 1 1 2 3 7 2
"ENSG00000265521" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000162444" 13 89 90 122 106 80 33 25 45 69 56 21 31 52 18 52 119 61 100 26
"ENSG00000130939" 1363 1319 2593 868 2239 1715 1597 2025 679 1550 2359 1051 1965 931 1583 1441 1276 1348 2308 1411
"ENSG00000224340" 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1
"ENSG00000233623" 3 0 0 0 4 0 0 1 1 0 3 0 1 0 1 4 0 0 3 6
"ENSG00000201746" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000054523" 1786 1575 3369 1657 2502 1902 2521 4123 1260 2746 4123 1481 2427 1490 1621 2045 1875 1730 3390 1505
"ENSG00000264881" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199562" 1 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 0
"ENSG00000142657" 3091 3862 4498 1429 2223 3152 2717 14756 1861 2304 5128 1868 3365 2385 1382 1730 2241 2162 5954 3088
"ENSG00000271989" 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000175279" 187 261 310 81 276 270 208 131 74 223 282 171 194 181 194 192 297 211 328 176
"ENSG00000241563" 67 20 14 47 93 83 77 12 14 26 47 66 62 31 35 40 59 33 35 27
"ENSG00000160049" 1198 762 1898 599 1577 1269 1143 2462 546 1421 1874 965 1159 876 1004 1185 1207 1071 1934 1074
"ENSG00000142655" 1692 968 2327 1104 2811 1854 982 1116 786 1667 2763 1679 1239 1539 1225 1210 1250 1901 1742 1090
"ENSG00000243267" 0 2 2 0 4 2 0 1 0 2 1 1 0 0 1 1 0 0 10 0
"ENSG00000130940" 339 181 383 232 412 221 156 263 344 334 409 88 236 192 300 301 179 176 714 234
"ENSG00000272078" 42 47 52 70 117 33 41 32 177 60 131 31 59 64 82 81 49 29 162 21
"ENSG00000225158" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000175262" 4 10 8 8 10 13 2 0 2 10 14 2 2 4 2 0 6 5 4 0
"ENSG00000215785" 19 2 0 4 6 5 7 2 0 0 12 3 6 6 1 4 5 2 4 2
"ENSG00000264181" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000120948" 5188 3603 7191 4408 9037 6829 5833 7288 3373 6723 10906 4095 7543 4210 6327 6411 5207 4417 11425 4737
"ENSG00000009724" 8487 9576 10590 6284 12090 11754 6352 5217 7766 9999 10775 6696 8708 9822 12059 7290 11126 8890 7916 3546
"ENSG00000271895" 286 155 179 191 454 609 298 77 55 354 385 413 423 156 142 204 179 217 109 184
"ENSG00000116649" 1227 745 2297 951 905 1323 783 10532 4629 1577 1741 1236 1436 1014 3706 1562 1930 1091 4735 1152
"ENSG00000171824" 1291 1107 2160 1355 2062 1675 1175 1847 1317 1256 2352 1001 1285 1044 1121 1146 1429 1507 2305 1152
"ENSG00000226849" 145 84 130 190 293 183 116 84 100 132 327 135 150 130 170 144 102 155 141 137
"ENSG00000230337" 2 1 5 2 6 3 5 2 0 7 6 3 7 6 0 2 5 7 5 3
"ENSG00000198793" 2066 2219 6084 1463 1859 3666 2310 5139 1801 2490 3385 1896 2438 1366 2813 2215 1966 2119 5768 2437
"ENSG00000225602" 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000253086" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000171819" 23 3 6 16 3 21 4 5 2 4 39 13 6 5 3 3 4 27 12 4
"ENSG00000207451" 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000238173" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000120942" 818 490 1140 273 638 822 462 2152 1397 851 1277 772 611 505 674 598 527 745 1427 753
"ENSG00000238199" 0 1 2 0 4 0 0 0 0 1 0 1 0 0 6 1 0 0 0 2
"ENSG00000224338" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000204624" 0 6 0 0 2 0 0 3 2 4 2 0 2 3 0 6 10 0 2 0
"ENSG00000235643" 0 2 0 0 3 4 0 0 0 0 3 6 2 0 0 0 0 0 0 0
"ENSG00000116661" 1150 548 1544 640 1088 2964 895 670 577 592 1651 1169 705 647 333 671 304 2198 1059 2629
"ENSG00000132879" 1700 1152 1287 1549 2994 3606 2297 614 487 1903 2658 2518 1838 1346 673 1733 935 2036 2023 2331
"ENSG00000116663" 608 449 879 455 860 594 390 634 325 638 803 661 534 551 435 428 438 695 819 468
"ENSG00000116670" 737 867 1765 771 823 868 635 2077 956 1003 1169 827 915 1024 895 777 1047 934 2111 888
"ENSG00000162490" 2 5 2 7 16 8 6 3 2 0 4 6 3 7 3 10 0 18 6 4
"ENSG00000177674" 425 505 554 312 974 733 376 3043 953 429 902 559 489 373 509 663 587 568 1721 502
"ENSG00000215910" 6 1 4 1 3 12 1 3 5 6 5 1 0 2 2 2 0 4 4 0
"ENSG00000177553" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000177000" 499 884 1206 795 2036 927 987 3540 956 596 1527 1468 1480 688 1887 1062 1643 1465 2577 628
"ENSG00000011021" 1559 1322 1223 1899 2852 2581 2339 1765 1053 1595 3148 1139 1995 1031 1583 1760 1611 1647 2069 1131
"ENSG00000242349" 26 27 27 59 104 118 111 78 62 44 108 50 59 60 94 56 85 76 53 26
"ENSG00000175206" 96 150 100 206 48 134 37 113 17 109 189 286 200 121 126 85 20 69 75 45
"ENSG00000120937" 7 18 14 43 4 8 0 17 39 20 28 23 26 18 10 14 0 13 21 4
"ENSG00000224904" 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 2 0 2
"ENSG00000199347" 0 0 0 0 0 0 0 0 2 0 0 0 1 1 0 0 1 0 0 0
"ENSG00000201801" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000116685" 4030 2753 4941 1809 4509 4764 2501 2160 2761 3909 5666 4372 3241 3296 2076 2162 2392 3618 3667 3100
"ENSG00000083444" 4286 4280 7402 3124 5759 5033 5268 4830 3009 4485 7278 4182 4005 4277 2535 4230 5217 5486 12433 5538
"ENSG00000116688" 5926 4097 8927 2917 6099 7080 4597 8938 4896 6557 10326 5585 6172 3864 4817 5762 5090 5782 10246 4722
"ENSG00000270914" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000116691" 1265 653 906 1198 1049 1299 657 654 469 1297 1359 727 1507 787 1228 1410 1153 774 1007 636
"ENSG00000202461" 0 0 0 2 2 0 1 0 2 2 0 0 3 2 1 0 2 2 2 0
"ENSG00000243539" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000120949" 0 4 20 2 6 2 4 20 10 6 4 0 2 10 8 4 13 2 22 7
"ENSG00000201135" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227875" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000028137" 1073 1339 2688 1539 1799 1486 926 10254 4104 1914 2992 1426 2667 1530 1356 4003 3315 4184 13995 1341
"ENSG00000263676" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225196" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000252969" 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000048707" 2045 2135 4564 1401 1751 2850 2731 3354 1638 2056 3162 1540 2637 1617 2258 2550 1724 1889 3530 1888
"ENSG00000239149" 1 1 1 7 8 5 5 3 3 2 3 0 2 4 2 4 5 4 8 1
"ENSG00000229484" 32 15 27 12 40 51 28 9 17 51 43 22 80 22 32 30 21 28 24 19
"ENSG00000162496" 8914 6182 13595 7534 15962 11218 7043 7250 12640 12900 21009 13422 13713 12374 11017 11187 12173 13897 19665 6577
"ENSG00000221340" 0 4 6 4 10 6 0 1 3 0 3 3 0 1 5 0 3 2 5 1
"ENSG00000272482" 2 2 18 6 5 11 2 9 63 9 6 8 15 12 29 5 5 4 41 4
"ENSG00000204518" 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"ENSG00000226166" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000188984" 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 3 0
"ENSG00000157330" 0 0 0 2 0 0 0 2 0 0 3 0 0 0 0 2 0 0 1 0
"ENSG00000116726" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000116721" 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 12 0 0 0
"ENSG00000228338" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231103" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 61
"ENSG00000179172" 2 1 2 0 0 3 3 5 1 0 4 2 2 1 1 0 3 3 0 0
"ENSG00000120952" 0 0 1 0 0 0 3 15 0 0 0 0 0 0 0 6 26 4 7 0
"ENSG00000243073" 0 0 0 0 0 5 2 0 2 0 4 0 0 0 0 0 4 3 0 14
"ENSG00000187545" 0 0 28 0 0 24 0 0 15 2 15 0 2 18 0 2 44 73 11 78
"ENSG00000204510" 0 0 0 0 0 0 2 6 8 0 0 0 0 0 0 0 0 0 4 0
"ENSG00000207434" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234064" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000232423" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000250894" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239810" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204505" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233336" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229978" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000236179" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000179412" 1 0 0 0 0 0 2 3 1 2 0 0 0 0 1 1 2 0 0 0
"ENSG00000229571" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"ENSG00000231219" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207511" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000182330" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000237700" 0 0 8 2 0 20 4 0 22 0 6 0 0 11 0 4 18 12 5 32
"ENSG00000204501" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228229" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204481" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204480" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204479" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204478" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000162494" 2 0 6 6 0 2 0 0 2 0 0 0 0 3 0 0 0 0 0 0
"ENSG00000259961" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000215909" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000162493" 4 25 43 20 32 6 6 18 13 34 28 6 18 29 10 24 72 11 28 23
"ENSG00000222952" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266358" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237445" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253085" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000116731" 868 692 1597 765 1397 1294 1008 1511 571 1262 1583 845 1327 876 877 1252 1045 1029 1170 994
"ENSG00000252151" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231606" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234593" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000189337" 415 673 441 1430 397 355 634 94 191 499 1122 301 698 509 190 1132 1184 678 431 698
"ENSG00000235829" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000175147" 7 2 2 2 1 2 4 3 5 5 2 2 3 0 1 2 12 3 10 7
"ENSG00000171729" 73 147 228 228 151 126 88 143 410 279 175 86 149 99 74 103 222 152 322 226
"ENSG00000204464" 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000215720" 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0
"ENSG00000142621" 15 4 11 11 6 13 6 2 2 5 4 8 2 5 4 3 7 3 17 3
"ENSG00000233485" 2 2 1 6 0 2 2 0 0 4 3 0 0 0 2 2 4 3 2 0
"ENSG00000236045" 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 1 0 0 0 0
"ENSG00000228140" 3 9 5 0 0 3 11 1 4 8 4 14 1 0 1 2 6 5 4 3
"ENSG00000142634" 2213 1074 1417 831 1911 1968 1306 2897 3107 1853 1922 3364 1414 1011 1760 1905 1798 1320 1924 1218
"ENSG00000162438" 82 87 78 5 25 213 78 1 78 3 5 11 0 69 92 7 44 63 7 40
"ENSG00000142615" 101 98 73 0 4 205 64 0 75 3 0 1 0 60 144 0 29 48 3 43
"ENSG00000215704" 9 9 12 1 3 44 14 0 2 2 3 0 0 12 11 1 4 9 1 1
"ENSG00000132906" 551 465 618 702 765 883 546 624 399 615 1009 356 730 507 282 795 947 980 821 469
"ENSG00000116138" 1543 1038 1761 757 1853 1625 1457 1145 882 1605 2212 1011 1376 1193 1278 1255 1136 1425 1555 1203
"ENSG00000251866" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000272510" 76 16 6 9 63 75 34 3 15 31 91 60 32 24 41 26 46 40 19 32
"ENSG00000116771" 2923 1629 4084 658 3203 3147 2339 614 1611 2415 3592 2139 1871 2607 2437 1974 2168 3077 2143 2088
"ENSG00000237301" 3 5 4 0 2 0 0 4 2 3 1 5 0 4 17 2 4 5 7 2
"ENSG00000235084" 20 10 5 15 26 7 17 17 4 6 15 8 10 7 21 8 18 8 16 5
"ENSG00000252417" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236500" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000197312" 3465 3092 4360 2571 7481 4162 4756 1847 1288 3931 9599 5030 4532 3231 3053 3804 2771 3676 2744 3017
"ENSG00000271742" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"ENSG00000116786" 1417 1457 2734 1312 1571 1755 1106 2242 1815 1695 2162 1386 1549 1005 1349 1703 1999 1353 4182 1488
"ENSG00000237938" 4 3 7 7 5 8 0 5 3 3 5 7 1 3 8 2 3 7 7 2
"ENSG00000162461" 499 173 155 128 446 342 573 19 5 428 243 256 430 192 75 324 427 533 94 285
"ENSG00000162460" 2138 1132 1416 1314 3341 3037 1582 100 1215 2063 2209 2089 1880 1904 1006 1995 1385 2946 1091 1127
"ENSG00000224459" 1 2 0 0 4 5 1 0 0 0 4 0 4 0 0 0 0 1 1 0
